"name","ARI","AMI","NMI","Mean_Silhouette","Clusters","number_features","number_instances","cardinality_pred","cardinality_real","Violations","Execution_Time"
"fri_c1_100_10",0.00440283679236302,0.00384944012321079,0.0111650300527055,0.160755578233374,2,11,100,c(47, 53),"47, 53",0,0.00433087348937988
"fri_c2_500_5",0.144703712685024,0.095825029193097,0.0971698175458154,0.467272688070873,2,6,500,c(202, 298),"202, 298",0,0.0363459587097168
"fri_c3_250_10",0.050018580453363,0.0348132588614291,0.0376283345033268,0.336827590483354,2,11,250,c(115, 135),"115, 135",0,0.0345160961151123
"disclosure_x_tampered",-0.000408649261987579,-0.000288401090932006,0.000804153053253291,0.529499851697888,2,4,662,c(327, 335),"327, 335",0,0.122164011001587
"fri_c0_1000_5",0.165628852698775,0.123059238629993,0.123692783352365,0.249577027533795,2,6,1000,c(503, 497),"503, 497",0,0.230375051498413
"chscase_funds",0.0227932553955791,0.0175777951748923,0.0214499780585054,0.535803110383645,2,3,185,c(87, 98),"87, 98",0,0.0213119983673096
"fri_c3_1000_5",0.0283971707308652,0.0261845270189907,0.0268962635129921,0.529756737501835,2,6,1000,c(437, 563),"437, 563",0,0.332978010177612
"chscase_vine2",-0.00101516450135109,-0.000187355869631811,0.00136929353120445,0.777834565785164,2,3,468,c(256, 212),"256, 212",0,0.0413498878479004
"chatfield_4",0.526743469628973,0.410506535871458,0.412388615224027,0.652217532837434,2,13,235,c(142, 93),"142, 93",0,0.0136618614196777
"fri_c1_500_10",0.0720797452456208,0.0501825347425453,0.0515662787305787,0.176966211601795,2,11,500,c(226, 274),"226, 274",0,0.0711050033569336
"disclosure_x_noise",-0.000408961237929247,-0.000297339633886149,0.00079513604035567,0.523465192247203,2,4,662,c(329, 333),"329, 333",0,0.161205053329468
"fri_c2_250_10",0.0380781290737248,0.0772838556145812,0.0801192918155775,0.170618604789343,2,11,250,c(91, 159),"91, 159",0,0.030040979385376
"stock",0.100109727760205,0.0732517801870643,0.0739569633924043,0.739533506330709,2,10,950,c(488, 462),"488, 462",0,0.33476185798645
"fri_c0_1000_10",0.00900855524262359,0.00656143717921561,0.00727929776101918,0.124496253656735,2,11,1000,c(491, 509),"491, 509",0,0.393357038497925
"fri_c4_500_10",-0.00201807091559582,-0.0011971678305543,0.000263149085974998,0.297627400459278,2,11,500,c(224, 276),"224, 276",0,0.0843491554260254
"vinnie",0.452407317786475,0.35922320885634,0.360445030214233,0.716863652525924,2,3,380,c(185, 195),"185, 195",0,0.0324850082397461
"fri_c4_250_10",0.0104417578751061,0.00838423606962956,0.0112714559458747,0.267957760034351,2,11,250,c(117, 133),"117, 133",0,0.0243651866912842
"fri_c2_500_10",0.116257666763872,0.0794018236302121,0.0807545038862512,0.244403743339542,2,11,500,c(214, 286),"214, 286",0,0.14766001701355
"fri_c1_500_5",0.178126582917839,0.138105631785774,0.139357050707105,0.406469423705681,2,6,500,c(233, 267),"233, 267",0,0.0711901187896729
"pollen",-0.000221100039146848,-0.000159509109159025,2.80607785026802e-05,0.517561277430386,2,6,3848,c(1924, 1924),"1924, 1924",0,4.15268611907959
"mu284",0.0300978782494186,0.021822486461239,0.0243202131066915,0.480964182342251,2,11,284,c(142, 142),"142, 142",0,0.0346469879150391
"fri_c0_500_5",0.145744118929405,0.107852564693646,0.109143558552938,0.239078908993635,2,6,500,c(249, 251),"249, 251",0,0.0630028247833252
"transplant",0.394329691309932,0.283718423937144,0.287938748299757,0.17690182412227,2,4,131,c(83, 48),"83, 48",0,0.00832700729370117
"chscase_geyser1",0.00777489888581344,0.0178585911027814,0.0211779268787861,0.76019273339299,2,3,222,c(88, 134),"88, 134",0,0.012444019317627
"chscase_census6",-0.00330387778363197,-0.00111650346226527,0.000737454818325623,0.277206702479446,2,7,400,c(235, 165),"235, 165",0,0.0304150581359863
"chscase_census5",-0.00090389089956728,-0.000724723015105348,0.00108837722967949,0.379505013727473,2,8,400,c(207, 193),"207, 193",0,0.026263952255249
"chscase_census4",0.00110018687468385,0.000716963023378769,0.0025270165803966,0.39763352401368,2,8,400,c(206, 194),"206, 194",0,0.0256619453430176
"chscase_census3",-0.0021060789376187,-0.00147688973571182,0.000338064037328452,0.416975860279617,2,8,400,c(208, 192),"208, 192",0,0.024773120880127
"chscase_census2",-5.2016275492996e-06,1.1093783779086e-05,0.00182154579707795,0.400394074097884,2,8,400,c(197, 203),"197, 203",0,0.0522279739379883
"fri_c1_1000_10",-0.000661722848236684,0.000501258562563049,0.00123204079341277,0.135976081282288,2,11,1000,c(436, 564),"436, 564",0,0.2393958568573
"fri_c2_250_5",0.301835525364937,0.225306983423212,0.227579994785453,0.462349965622733,2,6,250,c(110, 140),"110, 140",0,0.00818300247192383
"fri_c2_1000_5",0.188682776211714,0.181264421452751,0.181868328870258,0.443376590823954,2,6,1000,c(416, 584),"416, 584",0,0.18297290802002
"fri_c2_1000_10",0.0100744113791372,0.013212064574493,0.0139384882135669,0.132875005720714,2,11,1000,c(420, 580),"420, 580",0,0.198046922683716
"fri_c3_100_5",0.0044247787610619,0.00628016932327896,0.0136390030273484,0.491697221162496,2,6,100,c(44, 56),"44, 56",0,0.00808095932006836
"visualizing_galaxy",0.278030649889057,0.208662602961561,0.21044728898041,0.532090982465268,2,5,323,c(175, 148),"175, 148",0,0.0405771732330322
"disclosure_z",0.00112765821455637,0.000631572787222264,0.00172509474152494,0.565278310529664,2,4,662,c(348, 314),"348, 314",0,0.143747806549072
"fri_c3_500_10",0.00027149230474091,-0.000261829762660169,0.00119381589042522,0.315582923629867,2,11,500,c(228, 272),"228, 272",0,0.132867097854614
"fri_c0_500_10",-0.00194037832948716,-0.00138787128892711,6.25579936183362e-05,0.124584853142679,2,11,500,c(241, 259),"241, 259",0,0.0840198993682861
"prnn_fglass",0.0631648138507268,0.0281113281766602,0.0316330376606918,0.0448004520982193,2,10,214,c(76, 138),"76, 138",0,0.0224831104278564
"jEdit_4.2_4.3",0.0178979752369991,0.0111085647550435,0.0130656619785572,0.571426356154031,2,9,369,c(204, 165),"204, 165",0,0.059798002243042
"jEdit_4.0_4.2",0.00536411873362128,0.00380932557493956,0.00644733469254376,0.521605302082037,2,9,274,c(134, 140),"134, 140",0,0.0296821594238281
"datatrieve",0.0874931605819778,-0.000205080896712675,0.015484628541475,0.875751005940933,2,9,130,c(119, 11),"119, 11",0,0.0137050151824951
"banknote-authentication",0.0373258087420834,0.0245618672659513,0.0250798878564384,0.648077121986365,2,5,1372,c(762, 610),"762, 610",0,1.95946407318115
"blood-transfusion-service-center",-0.0700258517486999,0.0583808867237626,0.0595332269503585,0.720959418224981,2,5,748,c(570, 178),"570, 178",0,0.155029058456421
"breast-tissue",0.0698834999586879,0.119590545189127,0.18553768952985,0.121760513729457,6,10,106,c(22, 21, 14, 15, 16, 18),"22, 21, 14, 15, 16, 18",0,0.0154280662536621
"fertility",0.275327426810478,0.097427415882693,0.111965467898363,0.146385203895806,2,10,100,c(88, 12),"88, 12",0,0.00764703750610352
"planning-relax",-0.0106453427120713,-0.00422953488027374,0.000448298757342391,0.16890010346419,2,13,182,c(130, 52),"130, 52",0,0.0166351795196533
"seeds",0.596959479443951,0.531360463298711,0.535475970298594,0.483934702139859,3,8,210,c(70, 70, 70),"70, 70, 70",0,0.0271410942077637
"user-knowledge",0.0547095049622329,0.0693615012459902,0.0831810407781635,0.145727958735009,5,6,403,c(102, 129, 122, 24, 26),"102, 129, 122, 24, 26",0,0.160315036773682
"heart-long-beach",0.00250653740150993,0.0194361823937656,0.0473917039687814,0.202191183814477,5,14,200,c(51, 56, 41, 42, 10),"51, 56, 41, 42, 10",0,0.0414628982543945
"heart-switzerland",-0.00866149358763667,-0.0259686421817088,0.0272923885289196,0.156299221289774,5,13,123,c(8, 48, 32, 30, 5),"8, 48, 32, 30, 5",0,0.0173599720001221
"vertebra-column",0.60343992735401,0.491323037323963,0.494535228314655,0.399033094336846,3,7,310,c(60, 100, 150),"60, 100, 150",0,0.0539669990539551
"volcanoes-a1",-0.0055131523461278,0.00755708286579589,0.0140153593225976,0.244349345362231,5,4,3252,c(2952, 68, 58, 86, 88),"2952, 68, 58, 86, 88",0,10.019024848938
"volcanoes-a2",-0.0737707407994583,0.00530447583771772,0.0179373115355635,-0.100580256098145,5,4,1623,c(1471, 35, 29, 44, 44),"1471, 35, 29, 44, 44",0,1.56109094619751
"volcanoes-a3",-0.0669005171375402,0.00546304143994723,0.0183714433233684,0.25221274005054,5,4,1521,c(1369, 35, 29, 44, 44),"1369, 35, 29, 44, 44",0,2.01921415328979
"volcanoes-a4",-0.00584950556401036,0.000483032576505239,0.0135625496946016,0.220305890002903,5,4,1515,c(1365, 33, 29, 45, 43),"1365, 33, 29, 45, 43",0,1.94692301750183
"volcanoes-e1",-0.0443880385091116,-0.00393201537691406,0.0115216923325531,-0.0570573909495711,5,4,1183,c(1083, 9, 21, 49, 21),"1083, 9, 21, 49, 21",0,1.52450513839722
"volcanoes-e2",-0.0773804573624922,0.000920107279216567,0.0167650353597638,0.341252072416468,5,4,1080,c(984, 8, 19, 51, 18),"984, 8, 19, 51, 18",0,1.04084181785583
"volcanoes-e3",-0.0548505667196275,0.00397002313144088,0.0183575383177704,0.294062263949407,5,4,1277,c(1170, 9, 21, 53, 24),"1170, 9, 21, 53, 24",0,1.70155692100525
"volcanoes-e4",-0.0575975468715141,0.00357830072223871,0.0181017313903954,-0.139610557733106,5,4,1252,c(1144, 9, 22, 53, 24),"1144, 9, 22, 53, 24",0,1.36730718612671
"volcanoes-e5",-0.0424191685252223,-0.00213929564905918,0.013544188488821,-0.0468655439733139,5,4,1112,c(1010, 9, 21, 52, 20),"1010, 9, 21, 52, 20",0,1.60533094406128
"Engine1",0.0727424261101959,0.230952234225056,0.236484501560369,0.100639717419642,3,6,383,c(257, 125, 1),"257, 125, 1",0,0.0855791568756104
"LED-display-domain-7digit",0.472594706096105,0.547513852755231,0.564368316267415,0.34117954913015,10,8,500,c(45, 37, 51, 57, 52, 52, 47, 57, 53, 49),"45, 37, 51, 57, 52, 52, 47, 57, 53, 49",0,0.463053941726685
"wine-quality-white",0.0506174929332329,0.0511669572173766,0.0536602627191816,0.000208360938619006,7,12,4898,c(20, 163, 1457, 2198, 880, 175, 5),"20, 163, 1457, 2198, 880, 175, 5",0,34.9077231884003
"thyroid-new",0.298753622528715,0.367456013493006,0.374950044606565,-0.270040389187713,3,6,215,c(150, 35, 30),"150, 35, 30",0,0.036099910736084
"wine-quality-red",0.057574236935541,0.0411542545209093,0.0472766700526606,0.106837653966215,6,12,1599,c(10, 53, 681, 638, 199, 18),"10, 53, 681, 638, 199, 18",0,1.78002691268921
"Titanic",0.195590960257351,0.110844627750517,0.111165994209267,0.65233307707052,2,4,2201,c(1490, 711),"1490, 711",0,0.778813123703003
"wilt",-0.0182018911438944,0.000641717127729833,0.00113983296815698,0.744645208386061,2,6,4839,c(4578, 261),"4578, 261",0,6.84964799880981
"FOREX_usddkk-day-High",-0.000240898032076149,-0.000190827327828694,0.000203513591270072,0.0615267634199581,2,12,1832,c(892, 940),"892, 940",0,0.732343912124634
"FOREX_eurnzd-day-High",0.00067333031694583,0.000400927227696212,0.000795355613853264,0.0543121826390369,2,12,1832,c(877, 955),"877, 955",0,0.97667407989502
"FOREX_eurcad-day-Close",-0.00044973762923945,-0.000304777252387119,8.93502809714674e-05,-0.0135043250297509,2,12,1834,c(950, 884),"950, 884",0,0.699578046798706
"FOREX_eurjpy-day-High",0.00197709606064617,0.00145985686252044,0.00185347654756135,0.0388041547390415,2,12,1832,c(897, 935),"897, 935",0,0.962093114852905
"FOREX_eurusd-day-High",0.00772284121073216,0.00584319279157239,0.00623439114699484,0.0607463169560583,2,12,1837,c(880, 957),"880, 957",0,1.00412106513977
"FOREX_audcad-day-High",0.000321761332020307,0.000222355622445554,0.000615975588937324,0.0135786163535384,2,12,1834,c(903, 931),"903, 931",0,0.990575075149536
"FOREX_usdjpy-day-Close",0.0021363864232623,0.00152150304968014,0.001914430045882,0.00534313215509675,2,12,1835,c(933, 902),"933, 902",0,3.67454504966736
"FOREX_chfjpy-day-Close",0.00038847756911759,0.00028152000344474,0.00067549080015869,0.0191288755139268,2,12,1832,c(921, 911),"921, 911",0,0.715297937393188
"FOREX_eurcad-day-High",-0.000544421958177127,-0.000393437238461834,4.46097604162109e-07,0.00387811096206461,2,12,1834,c(933, 901),"933, 901",0,0.65425181388855
"FOREX_audusd-day-High",0.000319743638338624,0.000152172886599413,0.000546326524055217,-0.0265943637298312,2,12,1834,c(876, 958),"876, 958",0,0.694859027862549
"FOREX_usdchf-day-High",-0.000388362460066692,-0.000280257084089732,0.000113281070199509,0.0243209498325918,2,12,1835,c(916, 919),"916, 919",0,0.709846019744873
"FOREX_eursek-day-High",0.00159739410401953,0.0010963986995755,0.00148921876029563,0.0456483998122392,2,12,1837,c(891, 946),"891, 946",0,0.682265043258667
"FOREX_eurhkd-day-High",0.000829237890108306,0.000485172749570453,0.000879709888549733,0.0656456376283736,2,12,1832,c(872, 960),"872, 960",0,0.748074054718018
"FOREX_audusd-day-Close",-2.1088724271096e-05,-1.62683271378221e-05,0.000377388554641369,0.0113173788239382,2,12,1834,c(912, 922),"912, 922",0,2.34646701812744
"FOREX_audchf-day-Close",-0.000388531397726303,-0.000278825219638616,0.000115165660879461,0.0452498392655817,2,12,1833,c(925, 908),"925, 908",0,0.655729055404663
"FOREX_eurrub-day-High",-0.000427054184111791,-0.000292884029277286,0.000101579578739862,0.108830263719675,2,12,1832,c(888, 944),"888, 944",0,0.598850965499878
"FOREX_cadchf-day-High",-0.000181098643178461,-0.000158253019544851,0.000236392962421335,-0.0088448847786128,2,12,1831,c(886, 945),"886, 945",0,0.72109317779541
"FOREX_eurhuf-day-Close",-0.000201822415695231,-0.000150268349046684,0.000243482681453979,0.121943928267671,2,12,1834,c(905, 929),"905, 929",0,0.545793056488037
"FOREX_usdcad-day-High",-4.55364988960083e-05,-3.37003020748842e-05,0.000360176179121659,0.0232898877739781,2,12,1833,c(912, 921),"912, 921",0,0.700194120407104
"FOREX_eurjpy-day-Close",-0.000159795291782494,-0.000101615964603985,0.00029262921534289,-0.0019312945333595,2,12,1832,c(936, 896),"936, 896",0,0.735975980758667
"FOREX_audsgd-day-High",0.00220119571536276,0.00157175499736871,0.00196526936046867,0.0356265507400481,2,12,1832,c(902, 930),"902, 930",0,1.30175590515137
"FOREX_eurhuf-day-High",-0.000117005126977807,-0.000127692285621454,0.000266444760663587,0.146335356765131,2,12,1834,c(881, 953),"881, 953",0,0.565627098083496
"FOREX_gbpusd-day-High",-0.000515811925103356,-0.000376030903313584,1.78904345143316e-05,0.0467879988008616,2,12,1834,c(897, 937),"897, 937",0,0.737830877304077
"FOREX_eurgbp-day-High",-0.000388070045303364,-0.000289060054540159,0.000104621779224501,0.0396194110120173,2,12,1835,c(897, 938),"897, 938",0,0.595811128616333
"FOREX_audcad-day-Close",-0.000344491938828371,-0.00024071560513637,0.000153129516247805,0.0468809014788668,2,12,1834,c(935, 899),"935, 899",0,0.685540914535522
"FOREX_eurdkk-day-Close",-0.000470341834790543,-0.00035831940339571,3.55223230370367e-05,0.116850660124525,2,12,1836,c(956, 880),"956, 880",0,0.765116214752197
"FOREX_gbpusd-day-Close",-2.08998549532985e-05,-2.39031761788703e-05,0.000369816268130404,0.0416504484423399,2,12,1834,c(902, 932),"902, 932",0,0.991999864578247
"FOREX_eurtry-day-High",-0.000469889840263947,-0.000343005534936598,5.12874928291974e-05,0.0311195284856598,2,12,1832,c(932, 900),"932, 900",0,0.639547109603882
"FOREX_audnzd-day-High",0.000603075278172001,9.97688683877023e-05,0.000496394910765942,0.109287297769716,2,12,1832,c(829, 1003),"829, 1003",0,0.644660949707031
"FOREX_cadjpy-day-Close",-0.000516059933803703,-0.000372016147744937,2.17867304217115e-05,0.0165915621897891,2,12,1834,c(923, 911),"923, 911",0,0.675113916397095
"FOREX_eurusd-day-Close",-0.000494783112894493,-0.000357706328191263,3.54546035589702e-05,0.0355908104964043,2,12,1837,c(911, 926),"911, 926",0,0.662428855895996
"FOREX_usdjpy-day-High",0.00659330966863084,0.00475977750951986,0.00515133918171515,0.0177426555249221,2,12,1835,c(921, 914),"921, 914",0,0.760857105255127
"FOREX_eursgd-day-High",-0.000313119225600544,-0.000254528157414124,0.000140019330395155,0.0515634239578106,2,12,1832,c(882, 950),"882, 950",0,0.621623039245605
"FOREX_eurchf-day-High",-0.000153854709311526,-0.000215632724279723,0.000179595449170757,0.100426849283587,2,12,1833,c(855, 978),"855, 978",0,0.660070896148682
"FOREX_cadchf-day-Close",0.000355711222627689,0.0002017683227218,0.000596358527974033,-0.0129583827993092,2,12,1831,c(882, 949),"882, 949",0,0.762439966201782
"FOREX_eurnok-day-Close",3.26930996178451e-06,2.53118485994027e-06,0.000395536485793317,0.0142489915290056,2,12,1837,c(921, 916),"921, 916",0,0.738389015197754
"FOREX_eurrub-day-Close",-0.000470125020534351,-0.000339241912459434,5.49630020317978e-05,0.0798404305360687,2,12,1832,c(918, 914),"918, 914",0,0.768415927886963
"FOREX_euraud-day-Close",-0.000116219134265891,-5.26818572891509e-05,0.000341262623112508,0.0432358684156672,2,12,1834,c(888, 946),"888, 946",0,0.746526956558228
"FOREX_nzdusd-day-Close",0.000837146455766903,0.000565642814283336,0.000960568906350843,0.00212010989141847,2,12,1828,c(889, 939),"889, 939",0,0.77508282661438
"FOREX_usdcad-day-Close",-0.00026259252764652,-0.000127945167123593,0.000266609934191015,-0.0268598290000509,2,12,1833,c(960, 873),"960, 873",0,0.797422885894775
"FOREX_cadjpy-day-High",-0.000116298064813073,-8.42904142067071e-05,0.000309391125073706,0.0197001919480785,2,12,1834,c(920, 914),"920, 914",0,0.733210802078247
"FOREX_chfsgd-day-Close",-0.000541420414161156,-0.000391877267043698,2.44175185317386e-06,0.0332007599206908,2,12,1832,c(899, 933),"899, 933",0,0.644726991653442
"FOREX_eurgbp-day-Close",-0.000221701078089931,-0.000150504945596836,0.000243082921392584,0.0365345073410203,2,12,1835,c(900, 935),"900, 935",0,0.661458015441895
"FOREX_eursek-day-Close",-0.000328761724386077,-0.000236182022252071,0.00015692193862387,0.00987482271127963,2,12,1837,c(925, 912),"925, 912",0,0.650045871734619
"FOREX_eurdkk-day-High",0.001169465210798,0.000813947824209758,0.00120698977336719,0.0667641894535127,2,12,1836,c(897, 939),"897, 939",0,0.861181020736694
"FOREX_audsgd-day-Close",-0.000503458841319279,-0.000362713980923599,3.15092566777214e-05,0.0283024939918808,2,12,1832,c(909, 923),"909, 923",0,0.788218975067139
"FOREX_audjpy-day-Close",0.000257831348492747,0.00027537299583105,0.000669907228984161,0.0613466095304811,2,12,1832,c(957, 875),"957, 875",0,0.780387163162231
"FOREX_usdchf-day-Close",-0.00054320424184641,-0.00039389533579352,6.59119450866508e-08,0.0604444992127125,2,12,1835,c(951, 884),"951, 884",0,0.728636980056763
"FOREX_eurnok-day-High",0.000631729160049061,0.000517633586839872,0.000910759129214569,0.050206301859853,2,12,1837,c(887, 950),"887, 950",0,0.731467962265015
"FOREX_chfsgd-day-High",-0.000600224833780241,-0.000316848284418815,7.97073184327601e-05,0.103526027386177,2,12,1832,c(833, 999),"833, 999",0,0.635746955871582
"FOREX_euraud-day-High",0.00332028160370867,0.0024298095843405,0.00282258946488671,0.030483560156013,2,12,1834,c(900, 934),"900, 934",0,0.735791921615601
"FOREX_eurpln-day-High",0.000519214713436749,0.000234434282757258,0.0006293711560248,0.0747966733273603,2,12,1832,c(863, 969),"863, 969",0,0.721986055374146
"FOREX_eurhkd-day-Close",0.00155706469887751,0.00112336118082046,0.00151699184294339,0.0182721597805564,2,12,1832,c(917, 915),"917, 915",0,0.749837875366211
"FOREX_eursgd-day-Close",-0.000427123833817836,-0.000309423605744968,8.47933391571378e-05,0.0239439716876182,2,12,1832,c(908, 924),"908, 924",0,0.636624813079834
"FOREX_audchf-day-High",-0.00047897794567056,-0.000343486709091678,5.05534927978555e-05,0.0662107822101553,2,12,1833,c(904, 929),"904, 929",0,0.700687885284424
"FOREX_audjpy-day-High",0.00267824014888177,0.00199888122330276,0.00239238117397391,0.0450814819664801,2,12,1832,c(941, 891),"941, 891",0,0.765151977539062
"FOREX_eurchf-day-Close",-0.000496437870814843,-0.000371781198601615,2.26478912782673e-05,0.074187257182889,2,12,1833,c(881, 952),"881, 952",0,0.753249168395996
"FOREX_usddkk-day-Close",3.07058580431817e-05,2.20783229986785e-05,0.000416141202900693,0.0791967275292684,2,12,1832,c(916, 916),"916, 916",0,0.721307992935181
"Touch2",0.144513413764798,0.196880469863639,0.235939130728047,0.201395249532991,8,11,265,c(30, 27, 28, 44, 28, 47, 32, 29),"30, 27, 28, 44, 28, 47, 32, 29",0,0.0608730316162109
"art_daily_nojump4",-0.0239404264933588,0.00236192526715669,0.0032750113310337,0,2,3,4032,c(3901, 131),"3901, 131",0,2.50337600708008
"Heart_disease_prediction_20",0.032519564803777,0.0224121486029732,0.0248164331679859,0.535280941735636,2,14,296,c(137, 159),"137, 159",0,0.0251619815826416
"wilt_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",-0.0245356750313077,0.000952067321945068,0.00218386068532406,0.741403686664835,2,6,2000,c(1892, 108),"1892, 108",0,0.651984930038452
"wine-quality-white_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",0.0215623708534868,0.0414498024193518,0.0472810041948025,-0.018208543972199,7,12,2000,c(8, 67, 595, 898, 359, 71, 2),"8, 67, 595, 898, 359, 71, 2",0,3.01584696769714
"jungle_chess_2pcs_raw_endgame_complete_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True",-0.014925815560289,0.0169131167243583,0.0179682562714761,0.1573328889314,3,7,2000,c(1029, 777, 194),"1029, 777, 194",0,1.6704740524292
"algerian_forest_fires",0.296565543098787,0.260783655706324,0.263018605747293,0.55520667733281,2,14,243,c(137, 106),"137, 106",0,0.0985519886016846
"company_quality_and_valuation_finance",0.00315319539923384,0.0026423610265891,0.0129834428859569,-0.75909033100938,6,8,719,c(128, 167, 174, 122, 84, 44),"128, 167, 174, 122, 84, 44",0,0.432669162750244
"total_score",0.0047668785865886,0.000514415019021012,0.00647540193803705,-0.652857213284504,4,8,719,c(174, 44, 84, 417),"174, 44, 84, 417",0,0.445383071899414
"football-player-position",-0.0023856541004269,0.00977575224545578,0.0107685874698353,0.608389655763222,4,8,3611,c(1088, 600, 345, 1578),"1088, 600, 345, 1578",0,4.56119298934937
